gene	lv1	lv2	rv1	rv2	genelength
Klra19	0	0	0	0	1098
Mrpl41	690	517	2102	2292	2421
Kcna2	0	0	0	5	3453
E130304I02Rik	12	9	55	48	693
1700019N19Rik	0	0	3	6	917
Mir5132	0	1	1	5	70
Rbbp8	435	414	1608	2009	3882
Krtap1-5	0	0	0	0	1039
Sept2	2121	2507	15546	17794	3321
Gm13103	0	0	0	0	1829
Rrh	0	0	4	2	1387
Bcl7c	172	101	1118	1065	959
4930467K11Rik	0	0	0	1	719
Fbxw20	0	0	0	1	1471
Olfr1337	0	0	0	0	947
Prkrip1	372	336	1428	1636	1648
Mrpl42	2375	1837	7597	8904	660
B130006D01Rik	0	0	9	15	3187
Gm16039	115	110	491	624	2168
Apc2	49	32	290	305	9060
Sycp3	15	15	46	58	1113
Mndal	12	15	42	66	1898
Spata4	0	0	0	0	1051
Olfr1134	0	0	0	0	1123
Gabrr2	3	3	18	27	1811
Wdr67	157	192	1031	1415	4184
4930456L15Rik	0	0	0	0	1181
Cxcl11	0	0	1	0	1600
Plin2	371	372	1687	1854	1879
Chrna10	6	8	10	13	2508
Vmn1r7	0	0	0	0	935
E130306D19Rik	324	321	1316	1923	1613
Srgap3	53	36	182	279	8864
Rgp1	1155	1321	6053	8944	5859
H2-Ke2	965	807	3273	3465	715
Igsf8	521	481	3344	3225	2225
Suds3	1392	1270	6813	8050	2408
Mup16	0	0	0	0	874
Gm4220_2	0	0	0	0	920
Anxa10	0	0	0	0	1294
Dnase2a	19	19	173	179	1637
Fosl2	271	267	1645	2347	5859
6030440G07Rik	0	1	0	0	1090
Igfbp6	4	8	52	41	1285
Olfr1195	0	0	0	0	926
Gdf15	5	7	53	58	1082
Tsfm	355	275	1883	1960	1174
2410124H12Rik	0	1	1	1	702
Adra1b	215	219	607	659	3045
Olfr1290	0	0	0	0	938
Ror1	225	271	2702	2920	3533
Frmd4a	633	696	5643	6807	7443
Syt15	0	1	10	11	4176
Pex26	154	138	804	1097	4081
Reg2	0	0	0	0	686
Rilpl2	82	64	387	396	1256
Flnb	671	903	6048	6935	9020
Olfr1383	0	0	0	1	935
Dhrs4	462	386	2239	2544	1650
Impg1	13	3	27	44	3570
Tmem135	650	673	2538	3001	3678
Limch1	520	511	3473	4605	6433
Tmem177	192	197	873	982	3288
Utp14b	109	134	645	899	3976
Bach1	593	605	3264	3925	5853
Kin	356	378	1550	2354	1374
Tef	431	529	3149	4087	4453
Ar	0	1	5	2	2991
1600019K03Rik	0	0	0	0	474
Aloxe3	2	5	10	36	2523
2610301G19Rik	848	876	4944	5916	3683
Crhr2	79	99	643	860	2641
Ict1	979	834	3213	3409	728
Sly_2	0	0	0	0	907
Olfr1513	0	0	0	0	941
B3gnt5	474	451	1630	2203	4866
3200002M19Rik	288	285	750	921	793
Vmn2r34	0	0	0	0	2553
Dcdc2c	0	0	1	1	1425
Zfp316	215	228	1552	1987	6886
Vmn1r94	0	0	0	0	917
Ctdsp1	3819	3576	16325	19192	2769
Fstl5	0	1	0	2	4939
Zfp384	440	570	2890	4181	3540
Dbp	178	177	944	1104	1674
Ebp	289	352	995	1142	1736
Bpifb4	0	0	0	0	2099
BC100530	0	0	0	0	438
Tnfaip8l1	103	100	398	351	2363
Pam16	103	60	139	142	547
Ces2a	0	0	0	0	1952
Lonp2	774	753	3954	4260	2926
Fam83f	5	4	7	14	2988
Mir293	0	0	0	0	79
9130401M01Rik	310	247	1066	1385	1301
Gm14692_1	0	0	0	0	682
4930470P17Rik	0	0	0	0	1393
Iyd	2	2	34	43	1535
Vav2	254	221	1136	1562	3454
S100a9	0	0	1	1	485
Rps6ka2	1454	1458	7274	8453	5385
Nmu	0	1	0	1	807
Grk6	693	622	3613	4785	3226
Sfrp2	44	34	764	475	1998
Neto2	56	79	400	485	5637
Nkx2-2as	0	0	0	0	4339
9930013L23Rik	127	146	743	936	7085
Il17rc	42	42	267	343	2351
Nup35	26	12	74	96	2863
A630066F11Rik	8	15	74	79	1252
Zfp498	157	125	950	1314	1991
Timp3	1728	1979	8219	8339	4676
Mkrn3	46	23	215	266	2546
4930543E12Rik	0	0	0	0	1421
Fam78b	14	6	143	120	4983
Trim42	0	0	0	0	2458
Fam126b	85	88	544	665	8683
Msc	0	0	30	25	1713
F13a1	31	34	504	312	3911
Tmem184b	1609	1598	7937	8643	3444
Aco2	8668	9384	48264	51808	2750
C920006O11Rik	6	10	18	43	1443
Figla	1	0	0	0	756
Mir148b	0	0	0	0	96
Gm13057_2	0	0	0	0	2100
Zbtb7b	370	366	1992	2310	3687
BC018242	270	289	1174	1518	2599
E330009D11	0	0	0	0	2195
Nrbp2	96	128	1241	2064	2484
Lrit2	0	0	0	0	2778
Gas1	890	706	5140	5293	3130
Rpl8	18855	13980	66114	74824	856
Enthd1	0	0	0	0	2104
Pigx	722	543	2308	2500	984
Serpinf2	8	18	36	33	2182
Ap1g2	227	186	730	1032	2651
Tmem14a	66	67	172	178	1107
Sap130	1103	1062	4658	6276	3994
Lin28b	262	204	622	1015	5398
Pinc	0	0	0	0	1555
Olfr900	0	0	0	0	950
Fbxl13	2	2	20	24	2609
Samd4	1708	1971	10644	13763	7408
Sowaha	5	7	83	94	3617
Obox3	0	0	0	0	1598
Lmnb1	3936	3578	23139	24936	2833
Antxrl	0	0	0	0	2109
Pam	15595	19434	90426	98116	4077
Fam199x	121	144	893	1444	8291
Gm5567	5	2	12	7	3089
Mir455	0	0	0	0	81
Sis	0	0	0	0	5840
Fancc	143	122	635	892	4276
4933409K07Rik	0	0	0	0	4547
Sft2d3	220	217	1217	1546	2809
Lig3	1006	1033	4317	5493	5925
Atp2c2	37	28	12	227	3196
Gm13043	0	0	0	0	2051
Zfp511	433	340	1351	1590	1094
Vmn1r87	0	0	0	0	887
Spatc1	0	0	4	12	1600
Phyhipl	27	26	140	164	3004
Leng1	399	388	2076	2387	2209
Imp4	1083	944	4476	5083	2240
Wdsub1	441	436	2284	2933	2163
P2rx7	15	15	113	156	5378
Spert	0	0	0	0	1831
Ylpm1	1300	1448	8328	10126	7013
Kcnf1	13	10	85	126	4788
Nfat5	447	947	5974	8512	13427
Med17	297	276	1579	1929	3888
Ostf1	578	518	2315	2638	1704
Tsga13	5	10	13	21	1133
Th1l	1211	1064	4743	5594	2264
Zfp59	46	45	188	276	3791
AI848285	8	5	66	30	1800
Coq10b	94	118	487	713	1728
Fhl5	0	0	0	0	1099
Gtf3c3	184	179	1245	1407	2987
Gpatch3	157	136	629	810	1996
5830417I10Rik	128	138	921	673	9815
Cilp2	23	15	79	91	4014
Olfr495	0	0	0	0	992
Olfr55	0	0	0	0	947
F830002L21Rik	0	1	3	0	1829
Entpd2	2	2	13	26	1928
Dmrtc2	0	0	0	0	1610
Smchd1	855	817	4347	5434	6999
Agpat5	622	566	2537	2836	3821
Snord43	0	0	0	0	47
Mthfd2l	147	116	757	817	2236
Olfr772	0	0	0	0	1003
Upk3b	2143	1610	4853	6576	2030
D17Wsu92e	1612	1481	9079	9937	3804
Klf16	411	354	1622	1726	2650
Olfr355	0	0	0	0	932
Stk16	954	764	3359	4209	2877
Atp9b	632	651	3205	4759	5402
Olfr1495	0	0	0	0	959
1810014B01Rik	27	28	101	125	1617
Tbc1d1	744	750	4055	5001	5412
Creb3l4	11	11	52	93	1543
Il22ra1	1	3	12	11	5818
Plac9_1	0	0	0	0	447
Gm3286_2	0	0	0	0	2037
Adam19	1049	1186	8456	10845	6364
Fxyd6	382	350	963	1163	1784
Mup13	0	0	0	0	977
Bahd1	525	525	2721	3136	4421
Kdelc1	558	563	2590	3264	2314
Slc15a3	260	205	883	1047	2337
Adamts6	74	137	1142	2198	4797
Cd28	7	3	23	19	4313
Mageb1	0	0	0	0	1142
Olfr507	0	0	0	0	950
Rnf180	16	19	106	163	3777
Sh2d2a	5	11	18	20	4751
Lamp2	1204	1388	5430	5795	4101
Tdp2	213	228	1326	1953	1970
H2-D1	107	127	1166	1219	1728
Pcnt	706	821	6138	7699	9488
Defa-ps1	0	0	0	0	280
Scyl3	337	320	1369	1865	4055
Meaf6	425	451	1542	1872	870
Ccrn4l	297	281	1483	1663	3066
Mxd3	271	232	1170	1217	1293
Pppde1	859	850	3326	4224	4208
Olfr1143	0	0	0	0	944
Neu1	553	477	2613	3119	3844
Prh1	0	0	0	0	868
Ubl7	986	1023	3729	4331	1353
Sphk1	24	13	38	147	2288
Irf1	60	90	617	738	3348
Yipf7	12	18	121	138	1213
Ube2o	974	900	6118	7192	5174
Hoxb7	5	1	6	34	1267
1810007I06Rik	0	0	0	0	328
Mir669a-12_3	0	0	0	0	86
Tssc1	243	203	935	1048	1683
Gfod2	139	127	719	723	2033
Grid2ip	71	86	155	224	4200
Cyp2j6	74	100	327	449	3586
Stx1b	25	27	129	271	1564
Stip1	6143	5391	18339	21068	2159
Frem3	2	9	35	28	6618
Ski	2752	2692	17010	18672	5458
Aph1a	234	271	854	1084	2832
1700007K13Rik	11	1	6	5	801
Ly9	0	0	12	10	2439
Slc7a12	0	0	0	0	1723
Hyi	273	265	1466	1445	919
Gm4684	0	0	0	0	514
Zfand6	1155	1130	4341	5520	1650
Gabbr2	3	1	9	15	3979
Ppm1f	1080	1183	6188	7389	4925
Rasgef1c	0	2	0	9	2230
Aebp1	1075	1161	5181	6296	4028
Gm362	0	0	0	0	2241
Prkcsh	2383	2179	11258	12239	1977
Stard3	895	877	3212	4290	2068
Hexb	287	276	1236	1404	1891
Setd8	2250	2010	9164	10874	2730
Pcdhga1	3232	3712	15158	15685	4533
R3hdm2	1762	1984	9601	11839	4503
Scarna6	0	0	0	3	247
Gm13290_2	0	0	0	0	967
Ccdc66	212	235	1128	1680	2924
Gpr75	7	5	55	76	2920
Notch2	507	658	5148	6183	10472
Mir704	0	0	0	0	76
Chrnd	3	1	5	17	2898
Ttc35	916	857	2978	3524	1234
Nr1h3	26	27	119	121	2026
Sprr2h	0	0	4	22	745
Tmem181d-ps	0	0	0	0	1508
Glipr1l1	0	0	0	0	891
Hmgb1	21	21	104	146	2304
Mir686	4	2	53	84	108
Rufy3	70	95	626	917	3998
2310057J18Rik	0	0	0	0	1313
Glrp1	3	3	7	23	1954
Olfr809	0	0	0	0	986
Ankrd44	163	250	1299	1743	6112
D5Ertd579e	677	811	5529	7301	6563
4930539C22Rik	0	0	0	0	961
Ctsq	0	0	0	0	1318
Xlr4c	0	0	0	0	1214
Pbx2	3361	3269	14462	16513	2792
2310007B03Rik	3	0	1	1	2355
Mir106b	2	0	0	1	81
2610027L16Rik	560	496	2479	2777	3818
Ccl20	0	0	1	4	798
Fam65c	41	40	217	336	2913
Avl9	239	263	1358	1765	6675
Cltb	641	656	3153	3634	1571
1700017J07Rik	0	0	0	0	470
Ppp2r5e	966	944	3818	4352	4796
Elmod2	225	220	1049	1458	4700
Bambi-ps1	4	5	29	31	1214
Ctnnbl1	847	715	3003	3240	2715
Gm5294	1	0	1	24	648
Hps5	206	228	1224	1686	4784
Tas2r123	0	0	0	0	1001
Dnajc24	79	73	436	487	1193
Enpp4	231	266	1020	1228	4553
BC056474	165	161	653	772	695
Snord12	8	5	9	14	65
Lrch4-sap25	767	780	3680	5107	4491
Oxsr1	866	939	4795	6089	4756
Prim1	539	447	1871	2739	1520
Ccl19_1	0	0	0	0	716
Smcr7l	728	676	3583	4659	5080
6330578E17Rik	2110	1973	8994	11424	3859
Igf2bp3	2729	2771	9543	12254	4332
1700126H18Rik	0	0	0	0	401
Mir682	0	0	1	5	95
Ttc14	610	845	4604	9542	11062
Fam72a	43	23	182	197	2101
Endod1	241	229	1001	1204	4468
Txndc2	4	0	4	5	1952
Lrrc9	51	72	253	384	5214
Rdh14	275	268	1619	1763	1470
1110001A16Rik	190	144	503	641	1508
Alkbh8	121	97	776	1061	2257
6330545A04Rik	4	2	29	43	945
Gaa	3471	4017	19659	20534	3777
Gpr39	79	71	150	228	2687
Mir669a-2_9	0	0	0	0	96
4930503E24Rik	1	0	0	0	1329
Ddx20	212	203	1512	2053	2699
Zc3hav1l	852	967	4314	5492	6534
Tmem221	0	0	2	7	1535
Chmp4c	18	22	161	190	1785
Cldn8	1	3	1	9	2357
Erbb3	85	90	720	961	3992
9030624J02Rik	700	682	2815	3389	3546
4933405E24Rik	0	0	0	0	1078
Zfp869	284	278	1177	1550	3483
Gm10058	0	0	0	0	880
Fpr2	0	1	0	1	1294
Olfr825	0	0	0	0	962
Olfr679	0	0	0	0	947
Dkc1	1377	1254	5384	6279	2788
Hsh2d	1	0	0	6	1219
Tmem42	154	161	539	641	1042
Il17re	46	7	18	83	2976
Hgsnat	223	223	1155	1253	2661
Jmjd8	3404	3210	11859	14558	2083
Tmem200a	5	10	48	59	4113
Gtf2f2	452	358	1169	1339	1459
Hist1h1d	9	6	25	40	2976
4930504O13Rik	0	0	0	0	594
Ankrd13a	1300	1208	6332	7539	3237
Brdt	34	31	76	129	5006
Cpt1c	195	184	648	1325	2775
Gm9961	0	0	0	4	537
Btbd1	550	548	2967	3160	2993
Prtg	450	470	1579	2584	8744
Kcnab2	87	113	612	686	3765
1500015A07Rik	64	59	439	802	1863
Apoa5	0	2	6	1	2317
Raph1	1627	2338	11898	16985	9103
Unc80	2	5	17	27	13468
4933432I03Rik	0	0	1	0	1058
Pcdha7	15	4	56	121	5211
Cenpj	210	235	1049	1542	4346
Meox2	0	0	37	10	2345
Cys1	12	10	36	340	1833
Oas1d	0	0	0	0	1728
Slc44a2	1062	1067	4914	6305	3569
1700012P22Rik	0	0	0	0	968
P4hb	7807	7080	32452	36564	2527
Yipf3	800	767	3237	3755	2026
Gm3139	0	0	0	0	2060
Dnm2	2931	2879	12618	14254	3998
Gins1	251	177	833	1097	1152
Ablim2	80	104	476	542	3738
Otx1	3	5	6	27	2820
Adamtsl4	84	100	552	659	3838
Edn3	4	12	4	8	2958
Olfr1086	0	0	0	0	932
Snrpb	2580	2079	11326	11991	1114
9330178D15Rik	0	0	0	0	3446
Gabarapl1	659	692	2869	3302	1769
Il6	0	0	0	8	1082
Tmem68	82	91	471	570	2597
Itsn1	1507	1564	8406	10664	19418
Gpr135	21	17	165	273	1373
Ube2f	324	266	1157	1321	1353
Hmgb1-rs17	2	1	1	3	1446
Tssk4	9	16	53	78	1416
Mir1898	2	0	0	1	82
4930511M06Rik	0	0	1	3	3427
Nfic	1627	1787	11226	11709	6285
Olfr794	0	0	0	0	962
Rprm	12	6	19	36	1459
Ufsp2	603	640	2153	2651	1518
Gm10096	0	0	0	0	898
Gm6634	2	0	3	14	1800
Tspan10	0	1	0	9	2061
Mybpc1	5	4	484	753	3951
Rcsd1	2402	2288	10610	13748	2663
Gm10280	0	0	0	0	2001
Rasef	6	2	26	22	5165
Art1	259	298	173	253	1412
Taar7f	0	0	0	0	1076
Thra	1570	1539	10436	11730	2237
Sgpp2	30	19	53	83	3993
Zfp764	39	49	246	260	2505
Sfxn4	108	82	361	385	2717
Rnf19a	454	473	2675	3143	4266
1700052N19Rik	382	279	1622	1973	2285
Cdca4	495	469	2085	2535	2417
E330020D12Rik	0	0	0	3	2823
Aox1	11	16	117	183	4347
Vmn1r205	0	0	0	0	950
Hras1	1752	1436	5273	6455	2266
Ptprq	0	2	25	15	7013
5830418P13Rik	1	1	19	23	2172
Gm13315	0	0	12	12	1980
Lasp1	1038	993	4842	5798	3426
Pamr1	4	13	12	39	2843
Samd4b	1881	1837	8273	9420	4378
Ptpmt1	683	599	2301	3137	1317
Dnajc9	868	749	3512	3471	1626
Tada3	489	530	2694	3225	1840
1700006F04Rik	0	0	0	0	436
Pram1	2	10	103	114	2303
Rpl22	3143	2507	12575	16593	2036
Stx1a	174	134	970	1726	2061
Rpl36a	26	20	39	57	484
Sntb1	61	81	1682	1590	2146
Igfbp1	2	5	9	4	1516
Pcsk2	1	0	0	3	4731
Wdr89	409	278	806	896	2979
Skint8	0	0	0	0	1271
Spcs3	1216	1146	4490	5057	3460
Gm16387	0	0	0	0	2963
Zfp619	30	36	182	323	5960
Hoxb9	7	3	2	16	2697
Kcmf1	1952	1793	7284	7973	3244
Tcp10a_1	0	0	0	0	1819
Ltbr	1200	964	4938	5185	2082
Tas2r134	0	0	0	0	896
Pias2	808	865	4170	5198	5417
Cox17	1112	719	3470	3711	433
Bckdk	2963	2780	10885	12284	2845
Ibtk	766	809	4825	5666	5621
Chchd4	489	337	1894	2400	1242
Gab3	18	21	105	109	2116
Nsl1	179	154	1114	1464	2967
Mtch2	1460	1401	4654	5896	2407
Rasl11b	517	564	4228	4790	1764
Wfdc3	3	2	4	13	816
Bsx	0	0	2	0	872
Olfr1138	0	0	0	0	935
Erc1	682	675	4038	4997	9766
Mir669a-1_4	0	0	0	0	96
Vmn1r148	0	0	0	0	2437
4933424B01Rik	623	701	3294	4285	3041
Crybb3	14	18	111	133	822
Gm16677	1	2	5	7	518
9630028B13Rik	2	5	9	7	3404
Slc22a4	17	13	43	106	2250
Apoe	2410	2284	11894	9482	1247
Casp14	1	0	0	3	2324
Syce1l	3	4	34	40	889
Klrc2	0	0	0	0	776
Agfg1	1122	1080	4705	5778	3124
Zfp553	436	467	2214	2699	2639
Pcdhb8	1	2	20	8	2339
Atp5l	2	9	33	56	510
Ddhd2	267	356	1554	2363	4249
Mina	548	422	1837	2448	2139
Orc1	135	99	464	633	2995
Zfp52	22	25	117	156	3159
Tmem125	7	3	9	34	1858
Dnajb8	0	0	1	0	988
Fmnl2	220	188	951	1317	5824
Tax1bp3	30	65	151	222	1413
Kntc1	351	345	2592	3117	6897
1500011H22Rik	497	465	2149	2367	976
AU023871	41	34	121	150	2376
Il21r	0	3	17	15	2598
Zfp493	17	22	104	138	3268
Cd1d2	0	7	7	26	1238
Speer4b	0	0	0	0	1972
4933422H20Rik	0	1	18	38	1924
Fndc3a	766	813	3419	4678	6110
Rrad	2687	2955	13451	15655	1570
Paqr7	178	184	528	676	2065
Alpk1	29	41	223	457	4781
Stap1	0	0	0	4	1127
Med21	477	397	1043	1300	776
Pla2g10	0	0	0	6	1018
Hivep1	559	694	4399	5959	8744
Hnf4a	4	9	14	18	4348
Gata3	89	56	295	338	3209
Olfr68	0	0	0	0	947
Ckap5	1281	1384	8431	9628	6534
Olfr1180	0	0	0	0	1062
Xylt1	33	46	280	368	3058
Ccdc93	449	569	2980	4099	7232
Vmn1r11	0	0	0	0	899
Nrgn	681	711	1896	1828	1289
Phf11	0	0	0	0	1346
Cnn2	7976	7291	23908	29934	1775
AY761185	0	0	0	0	482
Wdr76	346	380	1527	1967	4231
Itprip	383	423	2695	3324	3764
Znrf4	0	0	0	0	1235
Defb5	0	0	0	0	193
Vnn1	226	172	461	538	2409
Krcc1	995	941	2713	3508	1745
Map4k4	3088	3414	19574	23066	5941
Wisp1	636	745	2731	3370	5017
Gfra4	6	4	20	40	948
Bend5	165	159	811	910	1902
Eln	41	42	1181	1102	3744
Prpf8	2790	3058	19897	23046	7439
Fgf15	1	0	0	0	1804
Rnf2	921	1022	4031	4821	3021
Olfr1410	0	0	0	0	968
Olfr1351	0	0	0	0	959
Ptn	1051	997	7292	6919	2016
Acbd3	930	927	4430	5507	3463
Lrfn3	83	82	590	672	2858
Mir1901	0	1	1	1	77
Rn4.5s_6	0	0	0	0	173
Creld1	1222	1116	5355	6211	2024
Crtap	1192	1184	8043	8653	1707
Cask	372	419	2005	2512	8233
Syn3	37	47	237	316	11823
Gnpda1	28	30	240	292	2293
Il27ra	78	99	503	601	2644
Chchd8	330	252	739	862	832
Scn8a	12	6	29	111	11357
Kiss1	0	1	0	1	494
Mgat3	84	91	391	545	4663
Gcn1l1	1113	1299	8832	10923	8488
Grik2	4	7	83	93	4854
Nuak2	105	68	222	406	3124
Treml2	100	52	421	551	4504
Stfa2	0	0	1	0	420
Rit2	0	0	0	0	1797
Prx	92	80	576	774	5254
Myo15	7	4	12	26	11703
AI597479	189	222	1114	1460	3453
Lyzl1	0	0	1	3	845
Fam161b	111	111	589	838	3349
Gm9899	200	263	1421	1655	4819
Epb4.1l1	730	760	3493	4142	6493
Gm4745	0	0	0	0	1260
Cacna1e	34	25	108	176	12650
Fam190a	5	5	40	47	5643
Zfp444	373	332	1839	2253	4326
Tspan6	1069	1237	3837	4039	1755
Zfp784	75	78	465	653	2144
Rad1	133	82	511	598	1494
4931406B18Rik	0	0	0	1	3962
Itga10	33	29	248	328	5014
Pax8	5	3	1	337	2515
Dnahc1	26	30	96	184	12794
Galnt13	1	0	0	1	6953
8430437L04Rik	0	0	0	0	1656
Edem2	483	431	1664	2342	2283
Gm14345_2	0	0	0	0	1959
Smtnl2	2453	2369	10503	12010	2616
Gm12887	0	0	0	0	645
4930444M15Rik	6	6	3	7	1654
H2-K2	5	2	20	22	1318
Ppih	82	76	270	482	2483
Zfp106	2714	2908	17280	21591	9077
Srr	570	654	2542	3629	3690
Rps3	15606	10994	52092	59614	1871
8430431K14Rik	0	2	29	26	2853
Il1f5	0	0	0	0	1946
Plcb4	236	291	2148	2676	3655
1700080O16Rik	0	0	0	0	1450
Qars	1576	1782	6340	7647	2698
1700048M11Rik	2	2	24	39	481
Spred3	115	158	690	1111	4050
Mlh1	518	485	1986	2785	2579
B230120H23Rik	2602	3250	21723	24642	9089
Rbmxl1	167	140	708	794	1723
Slc37a4	253	244	1090	1526	2077
Nyx	4	2	20	28	3618
Olfr975	0	0	0	0	932
Tspan7	690	734	4767	5672	1766
Kdelr1	4046	4158	12901	14207	1520
Tmx2	446	329	1219	1356	1960
Ms4a3	0	0	0	0	1005
Shd	55	81	398	568	1529
Gan	36	30	313	401	2641
Slc2a5	34	21	110	134	3082
Mlx	444	454	1480	1910	1967
Celf4	40	40	170	313	5533
Snord68	0	0	0	0	47
Mpp5	760	759	3198	3909	5499
Hsph1	1455	1016	5477	6301	3460
Zfp280d	454	515	1955	3017	4339
Acat3	631	562	2355	3035	1982
Zfp212	156	156	868	1152	2702
Dyrk3	17	39	268	269	2069
Wdfy2	96	90	567	759	1999
Syt8	15	5	13	19	1496
Wnt9a	75	58	255	360	3314
Myo1h	666	562	2938	3551	4600
Gatsl3	23	34	199	203	1539
Nkx2-5	6565	5228	27635	28517	1522
Vmn2r67	0	0	0	0	2550
Unc13d	45	29	160	243	3934
Zfp131_1	0	0	0	0	2957
Osgepl1	145	179	754	1275	2276
Cr2	5	10	14	35	6188
Csda	7727	6499	31886	34336	1852
9430019J16Rik	0	0	0	0	926
Mkx	8	3	9	25	3194
Slc38a5	101	81	481	482	1838
7530420F21Rik	0	0	1	0	1093
Tsr1	818	714	3435	4342	3370
4921530L21Rik	0	0	0	0	1154
Nt5c3	353	357	1136	1335	1768
Pira1	0	0	0	0	3430
Thap4	646	532	2285	2734	2154
Snord61	0	0	0	4	61
1810006J02Rik	0	0	1	2	1684
Gm5936	0	1	0	0	2853
4930455H04Rik	8	10	103	96	1338
Fam46b	99	85	284	344	2286
Nvl	321	300	1928	2504	3037
Tro	729	819	4395	6482	6598
Gm10486_9	0	0	0	0	915
Rab3d	113	79	606	654	3862
Lmo1	14	13	58	65	1067
Cd177	0	0	0	0	2697
4930507D05Rik	42	27	300	290	2193
Clpp	985	839	3175	3845	1201
Adam3	1	0	1	0	2685
Gja3	20	18	273	227	1409
Cyp2d10	0	0	0	2	1638
Pax6os1	0	0	0	0	1460
Pkd2l2	73	106	446	598	2649
Gm14403	131	96	670	309	3707
Naa15	2255	2451	9565	11677	6070
Trib1	428	434	2374	2550	4023
Mir32	0	0	0	0	69
Dynlt3	800	834	2911	3093	2148
Ift122	595	584	2289	2802	4038
Ly6g6e	2	4	12	19	1134
Serpina3a	1	0	4	6	1859
Cnnm4	123	123	858	1057	4575
Cdk5rap1	110	87	518	578	1956
Fn3k	60	67	410	545	4352
Hpse2	0	0	3	1	2163
Guk1	673	524	1920	2056	1128
Il20ra	1	0	13	10	2081
Gm2799	0	0	0	0	1948
Kif2c	625	606	3487	4009	2810
Olfr1162	0	0	0	0	944
Pex1	247	237	1271	1794	4281
Eef1b2	7635	5792	21327	27250	1927
Zfp600	0	0	0	1	4296
Tmem55b	1571	1335	5424	6530	2746
Gm14475_4	0	0	0	0	317
Gramd1c	122	152	395	543	3611
Itgb2l	0	0	0	2	2602
Zmynd17	53	50	181	368	1822
Tsnax_1	648	593	3818	4637	2385
Dynlt1b	18	18	49	54	765
Lrrc55	2	1	12	10	2897
Olfr516	0	0	0	0	944
Mmaa	108	126	680	844	2836
Taf2	752	780	3712	4864	5007
Slc1a5	644	545	3440	4145	2749
Rras2	1414	1370	4279	5183	2269
Dtx3l	109	131	876	950	5176
1110031I02Rik	286	280	1743	1672	1234
1700029H14Rik	0	1	0	6	1399
Gm15800	485	837	5709	6819	15406
Irx3	1128	1062	6227	6043	2359
Tab2	3387	3523	15318	18861	4271
Serpinb7	0	0	0	1	1879
BC002163	303	254	784	884	499
Gm6406	0	0	0	0	761
Mir205	0	0	0	0	67
4930554C24Rik	0	0	0	0	1079
Gtf2ird1	491	525	3892	5044	4811
Lrrc58	492	601	3890	4673	8588
Parvg	11	13	131	144	2798
Krt33b	0	0	0	0	1574
Aadacl3	0	0	0	0	3149
Wdr11	474	512	2701	3506	4521
Tecrl	660	666	1319	2142	2361
Uimc1	230	235	1297	1759	2916
1500012K07Rik	0	0	0	2	2622
Trim39	226	281	1341	2648	3174
Phka2	631	746	4467	6017	5217
Olfr1510	0	0	0	0	1038
Pglyrp1	1	3	8	36	678
Cmtm2b	0	0	0	0	861
Ppp1r15b	1221	1180	6599	8044	5586
Lhx2	23	22	56	43	2281
Ube2g2	778	751	4060	4531	1976
4930455F23Rik	264	279	1047	1253	1890
Nos2	1	0	30	11	3963
Olfr748	0	0	0	0	923
Vmn1r170	0	0	0	0	914
Mir221	0	0	0	0	94
Vmn1r-ps79_1	0	0	0	0	2292
Stmn4	31	15	510	651	1226
Gbp1	0	0	3	5	2809
Adam24	0	0	0	0	2868
Dgkz	2879	2938	14432	20242	4340
Spinkl	0	0	0	0	588
Zfp142	313	386	2322	3313	7463
H2-T9	18	16	101	76	1629
Sncb	1	1	18	23	1190
Lyar	833	728	3196	3915	1542
Agbl1	0	0	0	0	3346
Gucy2e	36	33	22	26	8312
Ddah1	908	873	4561	6462	3741
Tmsb4x	8831	6405	32646	36954	667
Arhgap15	0	2	11	6	3892
Nudt9	720	684	3945	4722	1326
3110043O21Rik	296	304	1183	1526	3187
Wdr96	17	17	67	86	5909
Pacsin1	200	209	436	703	4257
Mrgprh	2	1	0	2	1808
Coro6	493	626	5461	8022	1525
Dpp7	147	119	605	870	1642
Ncapd2	2066	1972	10635	13868	4482
Dgkq	220	230	1016	1619	4522
Ctnnd1	3976	4784	21895	28161	5455
Baalc	13	11	46	74	2313
Gm11758_1	0	0	0	0	932
A730037C10Rik	3	0	5	9	2260
Lin52	36	41	145	135	2138
Vopp1	543	453	2567	3340	2881
Rpl27a	676	592	1602	2003	1107
Ptp4a1	125	139	471	563	4123
Olfr1097	0	0	0	0	1221
Mir3059	0	0	0	0	80
Pole2	240	216	811	923	1676
Mir3091	14	7	20	34	75
Olfr272	0	0	0	0	959
Gm606	0	0	0	0	4079
Gm14351_1	0	0	0	0	1950
Angel2	759	781	3045	4362	3338
Eif2b5	1250	1105	5259	6535	2540
Gm8221	0	0	0	0	8430
Prl2a1	0	2	1	5	865
Gm12250	8	7	35	60	2700
Olfr78	0	0	0	0	3492
Sele	0	2	28	23	2898
Egf	8	17	125	189	4733
Chst5	23	3	8	15	1933
Itfg3	666	679	3652	4135	2850
AI413582	130	121	385	503	632
Hibch	183	234	884	1013	1690
Gprasp2	290	254	1323	1989	3811
Htr2c	0	0	0	0	4744
Myh15	0	0	0	1	6299
Rrp7a	532	406	2017	2196	1942
Olfr620	0	0	0	0	941
Lrp10	2072	2009	9023	9746	3005
Olfr555	0	0	0	0	947
